# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	123249	124133	-	CR182_00170		DNA (cytosine-5-)-methyltransferase	SO:0001217, UniRef:UniRef50_UPI00313F2BAB
contig_1	cds	124409	124570	-	CR182_00171		(pseudo) Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JIV1, UniRef:UniRef90_UPI0032B1E282
contig_1	cds	124588	124782	-	CR182_00172		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGT5
contig_1	cds	125185	125403	-	CR182_00173		hypothetical protein	
contig_1	cds	125372	125611	-	CR182_00174		hypothetical protein	
contig_1	cds	125873	126556	-	CR182_00175		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NRP8, UniRef:UniRef50_UPI0032B107BD, UniRef:UniRef90_A0A2S8NRP8
contig_1	cds	126873	127142	-	CR182_00176		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NRV3, UniRef:UniRef90_A0A2S8NRV3
contig_1	cds	127641	127883	-	CR182_00177		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313B8660
contig_1	cds	127921	128121	-	CR182_00178		hypothetical protein	
contig_1	cds	128154	128357	-	CR182_00179		hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAX3SYR7
contig_1	cds	128935	129162	-	CR182_00180		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JJB8
contig_1	cds	129156	129971	-	CR182_00181		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JJU4
contig_1	cds	129981	130139	-	CR182_00182		(pseudo) Lipoprotein	SO:0001217, UniRef:UniRef50_A0A433EN74, UniRef:UniRef90_A0A433EN74
contig_1	cds	130449	130553	-	CR182_00183		hypothetical protein	
contig_1	cds	131205	131321	-	CR182_00184		hypothetical protein	
contig_1	cds	131508	131687	-	CR182_00185		hypothetical protein	
contig_1	cds	131929	133578	-	CR182_00186		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2S8NUN9
contig_1	cds	133607	133897	-	CR182_00187		Mbov_0395 family pilin-like conjugal transfer protein	SO:0001217, UniRef:UniRef50_A0A0K2JJU1, UniRef:UniRef90_A0A0K2JJU1
contig_1	cds	134034	134225	-	CR182_00188		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0AAJ4EIU0
contig_1	cds	134321	134506	-	CR182_00189		(pseudo) DNA cytosine methyltransferase	SO:0001217, UniRef:UniRef50_UPI0018DD7D6D, UniRef:UniRef90_UPI0018DD7D6D
contig_1	cds	134518	134781	-	CR182_00190		hypothetical protein	
contig_1	cds	135254	135577	-	CR182_00191		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGL9, UniRef:UniRef90_A0A0K2JGL9
contig_1	cds	135922	136248	-	CR182_00192		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EM05, UniRef:UniRef90_A0A433EM05
contig_1	cds	136313	136765	+	CR182_00193		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	137001	137138	+	CR182_00194		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	137789	137974	+	CR182_00195		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JIA9
contig_1	cds	138597	138896	-	CR182_00196		(pseudo) Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_Q14P73, UniRef:UniRef90_UPI0037DDD6E6
contig_1	cds	139168	139320	-	CR182_00197		hypothetical protein	
contig_1	cds	139466	140824	-	CR182_00198	ffh	signal recognition particle protein	EC:3.6.5.4, GO:0003924, GO:0005048, GO:0005525, GO:0009306, GO:0048501, KEGG:K03106, SO:0001217, UniRef:UniRef50_Q01442, UniRef:UniRef90_A0A2P6FFF6
contig_1	cds	140915	142444	-	CR182_00199		Ribonuclease Y	SO:0001217, UniRef:UniRef50_A0A2P6FF58
contig_1	cds	143198	143335	+	CR182_00200		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	143936	144103	+	CR182_00201		hypothetical protein	
contig_1	cds	144149	144334	+	CR182_00202		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2
contig_1	cds	144682	144819	-	CR182_00203		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	144847	145146	-	CR182_00204		transposase	SO:0001217, UniRef:UniRef50_UPI0023EF2C66
contig_1	cds	145088	145507	-	CR182_00205		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	145570	145776	-	CR182_00206		(pseudo) thioredoxin-dependent peroxiredoxin	SO:0001217, UniRef:UniRef50_W0GQF8, UniRef:UniRef90_Q14P32
contig_1	cds	145725	145850	-	CR182_00207		hypothetical protein	
contig_1	cds	146291	147709	-	CR182_00208		NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_Q9KAQ0, UniRef:UniRef90_A0A2P6FC28
contig_1	cds	147770	147919	-	CR182_00209		hypothetical protein	
contig_1	cds	148124	148381	-	CR182_00210		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_UPI0020A0A198
contig_1	cds	148508	149107	-	CR182_00211		tRNA:m(5)U-54 MTase gid	SO:0001217, UniRef:UniRef50_A0A380EJA5
contig_1	cds	149088	151754	-	CR182_00212		valine--tRNA ligase	EC:6.1.1.9, GO:0000166, GO:0004812, GO:0004832, GO:0005524, GO:0006438, KEGG:K01873, SO:0001217, UniRef:UniRef50_Q6F1B1, UniRef:UniRef90_A0A0K2JGW8
contig_1	cds	152591	152914	-	CR182_00213		HTH-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0UBE6
contig_1	cds	153996	154172	-	CR182_00214		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4E0293, UniRef:UniRef90_UPI001F4E0293
contig_1	cds	154212	154400	-	CR182_00215		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4E0293, UniRef:UniRef90_UPI001F4E0293
contig_1	cds	154460	154747	-	CR182_00216		(pseudo) Putative sodium-dependent transporter	SO:0001217, UniRef:UniRef50_A0A0K2JGC0, UniRef:UniRef90_A0A0K2JGC0
contig_1	cds	154784	155077	-	CR182_00217		hypothetical protein	
contig_1	cds	155234	155371	-	CR182_00218		hypothetical protein	
contig_1	cds	156111	156224	+	CR182_00219		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FAM1, UniRef:UniRef90_UPI0037DD9F5D
contig_1	cds	156279	156482	+	CR182_00220		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A3S0SDK1, UniRef:UniRef90_UPI001F540AD8
contig_1	cds	156591	156938	+	CR182_00221		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EM05
contig_1	cds	157374	157757	-	CR182_00222		(pseudo) DEAD/DEAH box helicase	SO:0001217, UniRef:UniRef50_UPI00324BDDAA, UniRef:UniRef90_UPI0018DC35FF
contig_1	cds	157729	158169	-	CR182_00223		hypothetical protein	PFAM:PF00176.29
contig_1	cds	158287	158490	-	CR182_00224		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0032742F93, UniRef:UniRef90_UPI0032742F93
contig_1	cds	158444	158836	-	CR182_00225		(pseudo) DUF3137 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1J0U0X4, UniRef:UniRef90_A0A432ZUT6
contig_1	cds	158824	159309	-	CR182_00226		(pseudo) Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A345DQK2, UniRef:UniRef90_A0A345DQK2
contig_1	cds	160053	160505	-	CR182_00227		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	rRNA	160649	160755	-	CR182_00228	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	rRNA	160828	163738	-	CR182_00229	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	164012	165531	-	CR182_00230	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	cds	165988	166311	-	CR182_00231		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_R4UDK9, UniRef:UniRef90_A0A1J0U0D7
contig_1	cds	166572	166856	+	CR182_00232		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FBT4
contig_1	cds	167476	168585	-	CR182_00233	rdgB	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	EC:3.6.1.66, GO:0006281, GO:0035870, GO:0036222, KEGG:K01519, SO:0001217, UniRef:UniRef50_UPI00313CA56A, UniRef:UniRef90_UPI00313CA56A
contig_1	cds	168671	169459	+	CR182_00234		Putative choline kinase	SO:0001217, UniRef:UniRef50_R4UFN4, UniRef:UniRef90_A0A0K2JHI0
contig_1	cds	169456	170034	-	CR182_00235		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1J0U0E0, UniRef:UniRef90_A0A0K2JIJ2
contig_1	tRNA	170113	170186	-	CR182_00236	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	tRNA	170273	170359	-	CR182_00237	trnL	tRNA-Leu(taa)	SO:0000264
contig_1	tRNA	170376	170451	-	CR182_00238	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	tRNA	170456	170530	-	CR182_00239	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	tRNA	170546	170629	-	CR182_00240	trnY	tRNA-Tyr(gta)	SO:0000272
contig_1	tRNA	170636	170711	-	CR182_00241	trnT	tRNA-Thr(tgt)	SO:0000270
contig_1	tRNA	170724	170799	-	CR182_00242	trnV	tRNA-Val(tac)	SO:0000273
contig_1	cds	170965	171906	-	CR182_00243		Transmembrane protein	SO:0001217, UniRef:UniRef50_R4UDK4, UniRef:UniRef90_A0A3S0T654
contig_1	cds	172062	172271	+	CR182_00244		Putative GMP reductase	SO:0001217, UniRef:UniRef50_A0A380DY29
contig_1	cds	172253	173023	+	CR182_00245		GMP reductase	SO:0001217, UniRef:UniRef50_Q81JJ9
contig_1	cds	173053	173217	-	CR182_00246	rpsU	30S ribosomal protein S21	GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_004028656.1, SO:0001217, UniParc:UPI00023A00D2, UniRef:UniRef100_A0A3S0R6V7, UniRef:UniRef50_W6AWZ0, UniRef:UniRef90_R4U5V4
contig_1	cds	173581	174111	-	CR182_00247		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1J0U0D2, UniRef:UniRef50_UPI00313E3F74, UniRef:UniRef90_UPI0030CAF4F5, UniRef:UniRef90_UPI00313E3F74
contig_1	cds	174146	174391	-	CR182_00248		(pseudo) Tyrosine specific protein phosphatases domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1J0U0D0, UniRef:UniRef90_A0AAI9X0K6
contig_1	cds	174481	174651	-	CR182_00249		hypothetical protein	
contig_1	cds	175297	175467	+	CR182_00250		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00209CA79B, UniRef:UniRef90_UPI00209CA79B
contig_1	cds	175492	175764	+	CR182_00251		(pseudo) Transposase	SO:0001217, UniRef:UniRef50_A0AAX3T064, UniRef:UniRef90_UPI00209D5C42
contig_1	cds	175801	176139	+	CR182_00252		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A222EPG5
contig_1	cds	176643	176963	+	CR182_00253		transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FEP8, UniRef:UniRef90_UPI0037DCD7EA
contig_1	cds	177676	178716	-	CR182_00254	mreB	Cell shape-determining protein MreB	SO:0001217, UniRef:UniRef50_S5LXM4, UniRef:UniRef90_A0A0H3XI00
contig_1	cds	179558	179671	+	CR182_00255		IS5/IS1182 family transposase	SO:0001217, UniRef:UniRef50_A0A2P6F9Y9
contig_1	cds	179726	179941	+	CR182_00256		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FBT4
contig_1	cds	179886	180383	+	CR182_00257		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13, UniRef:UniRef90_A0A433EN13
contig_1	cds	180696	180881	-	CR182_00258		(pseudo) ferritin-like domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0037DCAF8D, UniRef:UniRef90_UPI0037DCAF8D
contig_1	cds	180971	182854	-	CR182_00259		Prolipoprotein diacylglyceryl transferase	SO:0001217, UniRef:UniRef50_R4U3E6, UniRef:UniRef90_A0A0K2JH52
contig_1	cds	183039	183254	+	CR182_00260		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JH51, UniRef:UniRef90_A0A0K2JH51
contig_1	cds	183344	183796	+	CR182_00261		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	184033	184170	+	CR182_00262		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	184497	184784	+	CR182_00263		hypothetical protein	
contig_1	cds	184806	185012	+	CR182_00264		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3S0RD17, UniRef:UniRef50_UPI0032B2B19C, UniRef:UniRef90_UPI0032B2B19C
contig_1	cds	185252	185641	+	CR182_00265		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F8J9
contig_1	cds	185759	186046	+	CR182_00266	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36
contig_1	cds	186113	186250	-	CR182_00267		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0037DD94A9
contig_1	cds	186631	186720	-	CR182_00268		hypothetical protein	
contig_1	cds	186834	187010	-	CR182_00269		(pseudo) Adhesin	SO:0001217, UniRef:UniRef50_A0A0K2JFR2, UniRef:UniRef50_A0A2S8NRM6, UniRef:UniRef90_UPI0030D5AC57
contig_1	cds	187029	187463	-	CR182_00270	recT	RecT family	SO:0001217, UniRef:UniRef50_A0A432ZUZ8, UniRef:UniRef90_A0A432ZUZ8
contig_1	cds	187769	188146	-	CR182_00271		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A433ERG5, UniRef:UniRef90_UPI001F4D259B
contig_1	cds	188130	188450	-	CR182_00272		transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FEP8, UniRef:UniRef90_UPI0037DCD7EA
contig_1	cds	188513	190420	-	CR182_00273	thrS	threonine--tRNA ligase	EC:6.1.1.3, GO:0004829, GO:0005524, GO:0005737, GO:0006435, KEGG:K01868, SO:0001217, UniRef:UniRef50_V5RHB4, UniRef:UniRef90_A0A0K2JGL6
contig_1	cds	190677	192113	-	CR182_00274	pyk	pyruvate kinase	EC:2.7.1.40, GO:0000287, GO:0004743, GO:0006096, GO:0030955, KEGG:K00873, SO:0001217, UniRef:UniRef50_S5M1G4, UniRef:UniRef90_A0A1J0U144
contig_1	cds	192188	193150	-	CR182_00275	pfkA	6-phosphofructokinase	EC:2.7.1.11, GO:0003872, GO:0005524, GO:0005945, GO:0006002, GO:0006096, GO:0016208, GO:0030388, GO:0042802, GO:0046872, GO:0048029, GO:0061621, GO:0070095, SO:0001217, UniRef:UniRef50_P20275, UniRef:UniRef90_P20275
contig_1	cds	193312	194019	-	CR182_00276		Spiralin	SO:0001217, UniRef:UniRef50_P21625
contig_1	cds	194273	194908	-	CR182_00277		Uncharacterized protein in tsf 3'region	SO:0001217, UniRef:UniRef50_P20633, UniRef:UniRef90_UPI00313ED178
contig_1	cds	194940	195830	-	CR182_00278	tsf	translation elongation factor Ts	GO:0003746, GO:0006414, SO:0001217, UniRef:UniRef50_A0A0K2JGL1, UniRef:UniRef90_A0A0K2JGL1
contig_1	cds	195901	196998	-	CR182_00279	rpsB	30S ribosomal protein S2	GO:0003735, GO:0006412, GO:0015935, GO:0022627, KEGG:K02967, SO:0001217, UniRef:UniRef50_P19679, UniRef:UniRef90_P19679
contig_1	cds	197830	198141	-	CR182_00280		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1J0U153, UniRef:UniRef90_UPI0033651F36
contig_1	cds	198334	198675	-	CR182_00281		Holo-[acyl-carrier-protein] synthase	SO:0001217, UniRef:UniRef50_A0A0K2JG49, UniRef:UniRef90_A0A0K2JG49
contig_1	cds	198772	199671	+	CR182_00282	rnhC	ribonuclease HIII	EC:3.1.26.4, GO:0004523, GO:0005737, GO:0006401, KEGG:K03471, SO:0001217, UniRef:UniRef50_R4UJE7, UniRef:UniRef90_A0A0K2JG52
contig_1	cds	200107	200265	-	CR182_00283		hypothetical protein	
contig_1	cds	200383	200964	-	CR182_00284		RDD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A3S0T5U5
contig_1	cds	200981	201370	-	CR182_00285		hypothetical protein	
contig_1	cds	202276	203214	-	CR182_00286		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0
contig_1	cds	203527	203664	-	CR182_00287		hypothetical protein	
contig_1	cds	203615	203902	-	CR182_00288		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F9B7, UniRef:UniRef90_A0A2P6F9B7
contig_1	cds	203912	204466	-	CR182_00289		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZV93, UniRef:UniRef50_A0A432ZVD5, UniRef:UniRef90_A0A2P6F8T9, UniRef:UniRef90_UPI0030D2A8B1
contig_1	cds	204562	204981	+	CR182_00290		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	205250	205387	+	CR182_00291		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	205532	205684	-	CR182_00292		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0037DCA7AB, UniRef:UniRef90_UPI0037DCA7AB
contig_1	cds	206148	208190	+	CR182_00293		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0K2JF81, UniRef:UniRef90_A0A0K2JF81
contig_1	cds	208238	210469	+	CR182_00294		Lipoprotein	SO:0001217, UniRef:UniRef50_A0AAJ4EIK4, UniRef:UniRef90_A0A432ZXE1
contig_1	cds	211021	211566	-	CR182_00295		hypothetical protein	
contig_1	cds	212033	212233	+	CR182_00296		hypothetical protein	
contig_1	cds	212572	212709	-	CR182_00297		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	213027	213398	-	CR182_00298		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	213512	213934	-	CR182_00299		(pseudo) 2-oxoisovalerate dehydrogenase subunit alpha	SO:0001217, UniRef:UniRef50_A0A345DNB6, UniRef:UniRef90_A0A345DNB6
contig_1	cds	214041	214184	-	CR182_00300		hypothetical protein	PFAM:PF10437.14
contig_1	cds	214203	214370	-	CR182_00301		(pseudo) lipoate protein ligase C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0037DC7FDC, UniRef:UniRef90_UPI0037DC7FDC
contig_1	cds	214414	214962	-	CR182_00302		biotin/lipoate A/B protein ligase family protein	SO:0001217, UniRef:UniRef50_UPI0037DCED81, UniRef:UniRef90_UPI0037DCED81
contig_1	cds	214968	215519	-	CR182_00303	fadH2	(pseudo) NADH oxidase	COG:COG0446, COG:I, SO:0001217, UniRef:UniRef50_A0A2P6FBL9, UniRef:UniRef90_R4UKU5
contig_1	cds	215577	216134	-	CR182_00304		(pseudo) Putative NADH oxidase	SO:0001217, UniRef:UniRef50_A0A2P6FBL9, UniRef:UniRef90_A0A2P6FBL9
contig_1	cds	216562	217503	-	CR182_00305		Hypothetical cmp binding factor protein	EC:3.1.-.-, KEGG:K03698, SO:0001217, UniRef:UniRef50_W0GM65, UniRef:UniRef90_Q14PE2
contig_1	cds	217548	219302	-	CR182_00306		2-oxoacid dehydrogenase acyltransferase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1J0TZX5
contig_1	cds	219347	221020	-	CR182_00307		Phospho-sugar mutase	SO:0001217, UniRef:UniRef50_Q14PE4, UniRef:UniRef90_Q14PE4
contig_1	cds	221544	222203	-	CR182_00308	phoU	phosphate signaling complex protein PhoU	GO:0006817, GO:0030643, GO:0045936, RefSeq:WP_053390556.1, SO:0001217, UniParc:UPI00001CE0CD, UniRef:UniRef100_A0A0K2JF66, UniRef:UniRef50_A0A0K2JF66, UniRef:UniRef90_A0A0K2JF66
contig_1	cds	222224	222907	-	CR182_00309	pstB	phosphate ABC transporter ATP-binding protein PstB	EC:7.3.2.1, GO:0005524, GO:0005886, GO:0006817, GO:0009898, GO:0015415, GO:0016887, GO:0035435, GO:0055052, SO:0001217, UniRef:UniRef50_Q6D2D5, UniRef:UniRef90_Q6XYT0
contig_1	cds	223010	225121	-	CR182_00310	pstA	phosphate ABC transporter permease PstA	GO:0005886, GO:0006817, GO:0015415, GO:0055052, SO:0001217, UniRef:UniRef50_A0A0H3XLX6, UniRef:UniRef90_A0A345DNC4
contig_1	cds	225124	226365	-	CR182_00311	ptsS	phosphate ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_W6AP34, UniRef:UniRef90_A0A3S0YQR2
contig_1	cds	226547	229513	-	CR182_00312	smc	chromosome segregation protein SMC	GO:0005524, GO:0007059, GO:0030261, KEGG:K03529, SO:0001217, UniRef:UniRef50_A0A2P6FBH7, UniRef:UniRef90_A0A0K2JG56
contig_1	cds	229702	230322	-	CR182_00313		solute carrier family 23 protein	SO:0001217, UniRef:UniRef50_UPI0030CC718B
contig_1	cds	230611	231018	-	CR182_00314		(pseudo) solute carrier family 23 protein	SO:0001217, UniRef:UniRef50_Q14PF4, UniRef:UniRef90_UPI001F248647
contig_1	cds	231385	232920	-	CR182_00315	guaA	glutamine-hydrolyzing GMP synthase	EC:6.3.5.2, GO:0003921, GO:0003922, GO:0005524, GO:0005829, GO:0006177, GO:0016462, KEGG:K01951, SO:0001217, UniRef:UniRef50_Q9PN49, UniRef:UniRef90_P60502
contig_1	cds	232921	233445	-	CR182_00316		Hypoxanthine phosphoribosyltransferase	EC:2.4.2.8, KEGG:K00760, SO:0001217, UniRef:UniRef50_Q14PF6, UniRef:UniRef90_Q14PF6
contig_1	cds	234170	234667	+	CR182_00317		IS5 family transposase	SO:0001217, UniRef:UniRef50_A0A3S0USN0
contig_1	cds	234860	234997	+	CR182_00318		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	235168	236283	-	CR182_00319		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JEZ4
contig_1	cds	236675	236839	-	CR182_00320		hypothetical protein	
contig_1	cds	237047	237358	-	CR182_00321		(pseudo) IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2K8P483, UniRef:UniRef90_UPI00209C7762
contig_1	cds	237471	237572	-	CR182_00322		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00209CA79B, UniRef:UniRef90_UPI00209CA79B
contig_1	cds	237699	238268	-	CR182_00323	truA	(pseudo) tRNA pseudouridine synthase A	EC:5.4.99.12, GO:0003723, GO:0031119, GO:0160147, SO:0001217, UniRef:UniRef50_P60353, UniRef:UniRef90_P60353
contig_1	cds	238438	239274	-	CR182_00324	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	KEGG:K16785, SO:0001217, UniRef:UniRef50_A0A654ILX6, UniRef:UniRef90_Q14PM2
contig_1	cds	239265	239408	-	CR182_00325		hypothetical protein	
contig_1	cds	239414	239800	-	CR182_00326	ecfA2	(pseudo) energy-coupling factor transporter ATPase	EC:3.6.3.-, GO:0005524, GO:0006810, GO:0009898, GO:0016887, GO:0042626, GO:0043190, SO:0001217, UniRef:UniRef50_Q6MSQ2, UniRef:UniRef50_UPI001F344FE7, UniRef:UniRef90_Q6XYZ3
contig_1	cds	239803	240330	-	CR182_00327	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	SO:0001217, UniRef:UniRef50_A0A1Y9THK0
contig_1	cds	240318	241184	-	CR182_00328	ecfA1	energy-coupling factor transporter ATPase	EC:7.-.-.-, GO:0005524, GO:0006810, GO:0009898, GO:0016887, GO:0042626, GO:0043190, SO:0001217, UniRef:UniRef50_Q6XYZ4, UniRef:UniRef90_Q6XYZ4
contig_1	cds	241344	244346	-	CR182_00329		DNA translocase	SO:0001217, UniRef:UniRef50_R4U0I9, UniRef:UniRef90_A0A0K2JFE0
contig_1	cds	244449	246116	-	CR182_00330		Ribonuclease J 2	SO:0001217, UniRef:UniRef50_A0A2P6FB95, UniRef:UniRef90_A0A2P6FB95
contig_1	cds	246362	246784	+	CR182_00331	coaD	pantetheine-phosphate adenylyltransferase	EC:2.7.7.3, GO:0004595, GO:0015937, KEGG:K00954, SO:0001217, UniRef:UniRef50_W0GKD2, UniRef:UniRef90_A0A0K2JEX8
contig_1	cds	246910	247068	-	CR182_00332		(pseudo) integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I6C9V8, UniRef:UniRef90_UPI00209F0422
contig_1	cds	247087	248001	-	CR182_00333		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2K8P483, UniRef:UniRef90_UPI00209C7762
contig_1	cds	248134	248238	-	CR182_00334		hypothetical protein	
contig_1	cds	248530	248790	-	CR182_00335		hypothetical protein	
contig_1	cds	248928	249059	-	CR182_00336		hypothetical protein	
contig_1	cds	249083	249385	-	CR182_00337		hypothetical protein	
contig_1	cds	249552	249971	+	CR182_00338		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	250240	250377	+	CR182_00339		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_1	cds	250965	252959	-	CR182_00340	topA	type I DNA topoisomerase	EC:5.6.2.1, GO:0003677, GO:0003917, GO:0005737, GO:0006260, GO:0006265, KEGG:K03168, SO:0001217, UniRef:UniRef50_R4U0I7, UniRef:UniRef90_A0A0K2JFD4
contig_1	cds	253036	253254	-	CR182_00341		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00328ED3BF, UniRef:UniRef90_UPI00328ED3BF
