# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1352	+	GCF_964030635_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, SO:0001217, UniRef:UniRef50_P34028, UniRef:UniRef90_P34028
contig_1	cds	146596	148002	+	GCF_964030635_00180		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A432ZUL1
contig_1	cds	148009	148926	+	GCF_964030635_00181		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_UPI0030CC2682
contig_1	cds	148916	149938	+	GCF_964030635_00182		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F9G9
contig_1	cds	149954	150607	+	GCF_964030635_00183		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6FFU6
contig_1	cds	150741	151028	+	GCF_964030635_00184	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	151054	151233	-	GCF_964030635_00185		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0030D2A146
contig_1	cds	151238	151708	-	GCF_964030635_00186		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	151693	152559	-	GCF_964030635_00187	recT	recombinase RecT	KEGG:K07455, SO:0001217, UniRef:UniRef50_A0A0K2JFY0, UniRef:UniRef90_UPI0037DCEEC9
contig_1	cds	152562	153338	-	GCF_964030635_00188		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	153341	153487	-	GCF_964030635_00189		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FG49
contig_1	cds	153480	153770	-	GCF_964030635_00190		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	153784	153951	-	GCF_964030635_00191		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	153961	154242	-	GCF_964030635_00192		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	154795	155034	-	GCF_964030635_00193		Spiroplasmavirus-related protein	RefSeq:WP_338955090.1, SO:0001217, UniParc:UPI0030D5753A, UniRef:UniRef100_UPI0030D5753A, UniRef:UniRef50_A0A0K2JHV7, UniRef:UniRef90_UPI0030D22F9C
contig_1	cds	155297	155470	-	GCF_964030635_00194		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NQ78
contig_1	cds	155702	156010	-	GCF_964030635_00195		hypothetical protein	
contig_1	cds	156446	156562	+	GCF_964030635_00196		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F8D0
contig_1	cds	156619	156777	+	GCF_964030635_00197		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0037DC2919
contig_1	cds	156777	157007	+	GCF_964030635_00198		DUF4349 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F8B0, UniRef:UniRef90_UPI0037DCA956
contig_1	cds	157628	157876	+	GCF_964030635_00199		hypothetical protein	
contig_1	cds	157964	159016	+	GCF_964030635_00200		hypothetical protein	
contig_1	cds	159018	159398	+	GCF_964030635_00201		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JIV6
contig_1	cds	159398	159634	+	GCF_964030635_00202		DUF4321 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FBQ7, UniRef:UniRef90_UPI0037DDD561
contig_1	cds	159647	161881	+	GCF_964030635_00203		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FFH2
contig_1	cds	161927	162418	-	GCF_964030635_00204		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NSQ0
contig_1	cds	162450	164864	-	GCF_964030635_00205		hypothetical protein	PFAM:PF13570.12, PFAM:PF21241.2
contig_1	cds	166346	166870	-	GCF_964030635_00206		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NUI8
contig_1	cds	167104	167496	-	GCF_964030635_00207		Hypothetical transposase of is1202 family c-terminal truncated protein	SO:0001217, UniRef:UniRef50_Q14L24
contig_1	cds	167668	169812	+	GCF_964030635_00208	clpB	ATP-dependent protease ATP-binding subunit ClpB	SO:0001217, UniRef:UniRef50_Q88VX7, UniRef:UniRef90_A0A0K2JI51
contig_1	cds	169906	170961	+	GCF_964030635_00209	hrcA	heat-inducible transcriptional repressor HrcA	GO:0003677, GO:0006355, KEGG:K03705, SO:0001217, UniRef:UniRef50_W6AA46, UniRef:UniRef90_A0A0K2JIK4
contig_1	cds	170945	171586	+	GCF_964030635_00210	grpE	nucleotide exchange factor GrpE	KEGG:K03687, SO:0001217, UniRef:UniRef50_W0GNJ2, UniRef:UniRef90_UPI0030D269EB
contig_1	cds	171616	173400	+	GCF_964030635_00211	dnaK	molecular chaperone DnaK	GO:0005524, GO:0006457, GO:0016887, SO:0001217, UniRef:UniRef50_A5I640, UniRef:UniRef90_A0A0K2JJ66
contig_1	cds	173469	174584	+	GCF_964030635_00212	dnaJ	Chaperone protein DnaJ	SO:0001217, UniRef:UniRef50_A0A2P6FAR0
contig_1	cds	175018	175281	+	GCF_964030635_00213		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	175296	175619	+	GCF_964030635_00214		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI00313B6F07
contig_1	cds	175913	176479	+	GCF_964030635_00215		UPF0236 family transposase-like protein	SO:0001217, UniRef:UniRef50_A0A2S8NRK3, UniRef:UniRef90_UPI0030CDD951
contig_1	cds	177279	178082	-	GCF_964030635_00216		SDR family NAD(P)-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A2P6FD95, UniRef:UniRef90_UPI0030D36E54
contig_1	cds	178060	178776	-	GCF_964030635_00217	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	EC:2.7.8.5, GO:0008444, GO:0008654, GO:0016020, KEGG:K00995, SO:0001217, UniRef:UniRef50_A0A1B3SLF3, UniRef:UniRef90_UPI0030D24CB8
contig_1	cds	179273	181009	+	GCF_964030635_00218		phosphoenolpyruvate--protein phosphotransferase	SO:0001217, UniRef:UniRef50_P45617, UniRef:UniRef90_UPI0030D33E46
contig_1	cds	181687	182433	+	GCF_964030635_00219		4-diphosphocytidyl-2C-methyl-D-erythritol kinase	SO:0001217, UniRef:UniRef50_W0GMS0, UniRef:UniRef90_UPI0030CBA7B3
contig_1	cds	182750	183073	+	GCF_964030635_00220		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef90_UPI0030D142F9
contig_1	cds	183086	184036	-	GCF_964030635_00221		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	184094	184432	+	GCF_964030635_00222		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	184461	184958	+	GCF_964030635_00223		transposase	SO:0001217, UniRef:UniRef50_UPI001C0573B8
contig_1	cds	185096	186949	-	GCF_964030635_00224	infB	translation initiation factor IF-2	GO:0003743, GO:0003924, GO:0005525, GO:0005737, GO:0006413, SO:0001217, UniRef:UniRef50_Q6F1H1, UniRef:UniRef90_A0A345DRE2
contig_1	cds	186973	187278	-	GCF_964030635_00225		50S ribosomal protein L7ae-like protein	SO:0001217, UniRef:UniRef50_A0A2P6FF13, UniRef:UniRef90_UPI0030D5236D
contig_1	cds	187281	187556	-	GCF_964030635_00226	rnpM	RNase P modulator RnpM	KEGG:K07742, SO:0001217, UniRef:UniRef50_W0GM60, UniRef:UniRef90_UPI0030CD0894
contig_1	cds	187576	188973	-	GCF_964030635_00227	nusA	transcription termination factor NusA	SO:0001217, UniRef:UniRef50_R4U700, UniRef:UniRef90_UPI0030D14F04
contig_1	cds	189180	189482	-	GCF_964030635_00228		hypothetical protein	PFAM:PF02576.22
contig_1	cds	189718	190236	+	GCF_964030635_00229		hypothetical protein	
contig_1	cds	190242	190502	+	GCF_964030635_00230		hypothetical protein	
contig_1	cds	190548	190934	+	GCF_964030635_00231		hypothetical protein	
contig_1	cds	190953	191171	+	GCF_964030635_00232		hypothetical protein	
contig_1	cds	191444	191944	-	GCF_964030635_00233		hypothetical protein	PFAM:PF13276.12
contig_1	cds	191959	192132	-	GCF_964030635_00234		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D261BE, UniRef:UniRef90_UPI0030D261BE
contig_1	cds	192286	193269	-	GCF_964030635_00235		hypothetical protein	PFAM:PF00665.32
contig_1	cds	193658	194056	+	GCF_964030635_00236		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_1	cds	194049	195509	+	GCF_964030635_00237		PBSX family phage terminase large subunit	KEGG:K06909, SO:0001217, UniRef:UniRef50_W0GPI8, UniRef:UniRef90_A0A432ZV87
contig_1	cds	195509	195787	+	GCF_964030635_00238		Adhesin P12	RefSeq:WP_253301740.1, SO:0001217, UniParc:UPI00209C7E7A, UniRef:UniRef100_UPI00209C7E7A, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A3S0YNT3
contig_1	cds	195780	197171	+	GCF_964030635_00239		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A2P6FF31, UniRef:UniRef90_A0A2P6FA19
contig_1	cds	197175	200405	+	GCF_964030635_00240		Adhesin P123	SO:0001217, UniRef:UniRef50_W0GR15
contig_1	cds	200442	200948	-	GCF_964030635_00241		Lipoprotein	SO:0001217, UniRef:UniRef50_A0AAJ4JXX7
contig_1	cds	201059	201988	-	GCF_964030635_00242		hypothetical protein	
contig_1	cds	202302	202763	+	GCF_964030635_00243		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	202780	204186	+	GCF_964030635_00244		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A432ZUL1
contig_1	cds	204193	205110	+	GCF_964030635_00245		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_UPI0030CC2682
contig_1	cds	205100	206122	+	GCF_964030635_00246		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F9G9
contig_1	cds	206138	206791	+	GCF_964030635_00247		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6FFU6
contig_1	cds	206924	207211	+	GCF_964030635_00248	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	207237	207416	-	GCF_964030635_00249		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0030D2A146
contig_1	cds	207421	207891	-	GCF_964030635_00250		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	207876	208022	-	GCF_964030635_00251		(pseudo) Adhesin	SO:0001217, UniRef:UniRef50_A0A2S8NRM6, UniRef:UniRef90_UPI0030CD3FD8
contig_1	cds	208092	208742	-	GCF_964030635_00252	recT	Recombinase RecT	SO:0001217, UniRef:UniRef50_A0A2S8NS99, UniRef:UniRef90_UPI0030CE560E
contig_1	cds	208745	209521	-	GCF_964030635_00253		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	209524	209670	-	GCF_964030635_00254		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FG49
contig_1	cds	209663	209953	-	GCF_964030635_00255		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	209967	210134	-	GCF_964030635_00256		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	210144	210425	-	GCF_964030635_00257		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	210978	211217	-	GCF_964030635_00258		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7
contig_1	cds	211484	211636	-	GCF_964030635_00259		hypothetical protein	
contig_1	cds	212394	212846	-	GCF_964030635_00260		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	213145	213375	+	GCF_964030635_00261		hypothetical protein	
contig_1	cds	213476	215368	+	GCF_964030635_00262		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A0K2JGU5, UniRef:UniRef90_UPI0030CD727B
contig_1	cds	215394	216410	+	GCF_964030635_00263		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_W0GLI1, UniRef:UniRef90_A0A3S0RSE5
contig_1	cds	216520	218061	+	GCF_964030635_00264		DUF2130 domain-containing protein	SO:0001217, UniRef:UniRef50_W6AB79, UniRef:UniRef90_UPI0030CF8429
contig_1	cds	218201	218344	+	GCF_964030635_00265		hypothetical protein	
contig_1	cds	218893	219120	+	GCF_964030635_00266		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A2P6FD37, UniRef:UniRef90_A0A3S0SU48
contig_1	cds	219445	219963	+	GCF_964030635_00267		hypothetical protein	
contig_1	cds	219969	220436	+	GCF_964030635_00268		hypothetical protein	
contig_1	cds	220720	220902	-	GCF_964030635_00269		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	221352	222302	+	GCF_964030635_00270		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	222662	222925	-	GCF_964030635_00271		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	222997	223215	+	GCF_964030635_00272		hypothetical protein	
contig_1	cds	223674	224186	+	GCF_964030635_00273		transposase	SO:0001217, UniRef:UniRef50_UPI00313D3AE9
contig_1	cds	224499	225785	+	GCF_964030635_00274	yitT	YitT family protein	SO:0001217, UniRef:UniRef50_P27712, UniRef:UniRef90_UPI0030D60FC2
contig_1	cds	226220	227203	+	GCF_964030635_00275		hypothetical protein	
contig_1	cds	227395	227664	+	GCF_964030635_00276		hypothetical protein	
contig_1	cds	227705	228043	-	GCF_964030635_00277		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	228101	229051	+	GCF_964030635_00278		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	229259	229465	-	GCF_964030635_00279		hypothetical protein	PFAM:PF13276.12
contig_1	cds	229639	229902	-	GCF_964030635_00280		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	229993	230388	-	GCF_964030635_00281		hypothetical protein	
contig_1	cds	230649	231581	-	GCF_964030635_00282	pfkB	1-phosphofructokinase	EC:2.7.1.56, GO:0008662, SO:0001217, UniRef:UniRef50_A0A0K2JGE0, UniRef:UniRef90_UPI0030D084CC
contig_1	cds	231651	233714	-	GCF_964030635_00283		fructose-specific PTS transporter subunit EIIC	SO:0001217, UniRef:UniRef50_A0A0H3XKT3, UniRef:UniRef90_UPI0030CF5F77
contig_1	cds	234799	234924	+	GCF_964030635_00284		hypothetical protein	
contig_1	cds	235209	235403	-	GCF_964030635_00285		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JFT1, UniRef:UniRef90_UPI0030D021C6
contig_1	cds	235403	236944	-	GCF_964030635_00286		sodium-dependent transporter	SO:0001217, UniRef:UniRef50_W0GRI1, UniRef:UniRef90_UPI0030D5D62B
contig_1	cds	236995	238641	-	GCF_964030635_00287		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0K2JGC8, UniRef:UniRef90_UPI0030CF665E
contig_1	cds	238848	239057	-	GCF_964030635_00288		hypothetical protein	
contig_1	cds	239038	239946	-	GCF_964030635_00289		(pseudo) phage portal protein	GO:0005198, GO:0019068, GO:0044423, SO:0001217, UniRef:UniRef50_A0A432ZWC5, UniRef:UniRef90_A0A432ZWC5
contig_1	cds	240117	240716	-	GCF_964030635_00290		hypothetical protein	PFAM:PF20441.4
contig_1	cds	241056	241736	-	GCF_964030635_00291		terminase large subunit domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NR36, UniRef:UniRef90_UPI0032B22E58
contig_1	cds	241980	242243	+	GCF_964030635_00292		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	242302	242898	-	GCF_964030635_00293		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	243159	243422	-	GCF_964030635_00294		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	243746	244594	+	GCF_964030635_00295		hypothetical protein	PFAM:PF00665.32, PFAM:PF13276.12
contig_1	cds	244890	245840	+	GCF_964030635_00296		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	245966	247318	-	GCF_964030635_00297		Putative leucyl aminopeptidase transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1B3SM84, UniRef:UniRef90_Q14L96
contig_1	cds	247800	248381	-	GCF_964030635_00298		(pseudo) IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_P15894, UniRef:UniRef90_UPI0030CC8A43
contig_1	cds	248472	248783	-	GCF_964030635_00299		hypothetical protein	
contig_1	cds	249172	249570	+	GCF_964030635_00300		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_1	cds	249563	250927	+	GCF_964030635_00301		PBSX family phage terminase large subunit	KEGG:K06909, SO:0001217, UniRef:UniRef50_W0GPI8, UniRef:UniRef90_A0A432ZV87
contig_1	cds	250908	251024	+	GCF_964030635_00302		(pseudo) Terminase-like family	SO:0001217, UniRef:UniRef50_A0A2P6F9K3, UniRef:UniRef90_A0A2P6F9K3
contig_1	cds	251024	251302	+	GCF_964030635_00303		Adhesin P12	RefSeq:WP_253301740.1, SO:0001217, UniParc:UPI00209C7E7A, UniRef:UniRef100_UPI00209C7E7A, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A3S0YNT3
contig_1	cds	251295	252686	+	GCF_964030635_00304		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A2P6FF31, UniRef:UniRef90_A0A2P6FA19
contig_1	cds	252690	255899	+	GCF_964030635_00305		Adhesin P123	SO:0001217, UniRef:UniRef50_W0GR15
contig_1	cds	256012	256434	+	GCF_964030635_00306		hypothetical protein	PFAM:PF13518.12
contig_1	cds	256567	257229	+	GCF_964030635_00307		hypothetical protein	PFAM:PF00665.32, PFAM:PF13683.12
contig_1	cds	257298	257816	-	GCF_964030635_00308		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6FEX0
contig_1	cds	257913	258566	-	GCF_964030635_00309		hypothetical protein	
contig_1	cds	258876	259337	+	GCF_964030635_00310		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	259355	260761	+	GCF_964030635_00311		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A432ZUL1
contig_1	cds	260768	261706	+	GCF_964030635_00312		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_UPI0030CC2682
contig_1	cds	261696	262718	+	GCF_964030635_00313		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F9G9
contig_1	cds	262734	263387	+	GCF_964030635_00314		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6
contig_1	cds	263520	263807	+	GCF_964030635_00315	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	263833	264012	-	GCF_964030635_00316		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0030D2A146
contig_1	cds	264017	264487	-	GCF_964030635_00317		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	264570	265340	-	GCF_964030635_00318	recT	recombinase RecT	KEGG:K07455, SO:0001217, UniRef:UniRef50_A0A0K2JFY0, UniRef:UniRef90_UPI0037DCEEC9
contig_1	cds	265343	266119	-	GCF_964030635_00319		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	266122	266268	-	GCF_964030635_00320		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FG49
contig_1	cds	266261	266551	-	GCF_964030635_00321		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	266565	266732	-	GCF_964030635_00322		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	266742	267023	-	GCF_964030635_00323		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	267576	267815	-	GCF_964030635_00324		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7
contig_1	cds	268231	268476	+	GCF_964030635_00325	hpf	(pseudo) ribosome hibernation-promoting factor, HPF/YfiA family	GO:0005840, GO:0045182, SO:0001217, UniRef:UniRef50_A0A1J0U0W0, UniRef:UniRef90_A0AAJ4EJ76
contig_1	cds	268570	269019	-	GCF_964030635_00326		Lipoprotein	SO:0001217, UniRef:UniRef50_W0GKW6, UniRef:UniRef90_UPI0030D5F2D0
contig_1	cds	269396	269659	+	GCF_964030635_00327		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	269843	270793	+	GCF_964030635_00328		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	270842	271105	-	GCF_964030635_00329		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	271214	271795	-	GCF_964030635_00330		nucleoside 2-deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_V5RHB0, UniRef:UniRef90_UPI0030D5B631
contig_1	cds	271810	272421	-	GCF_964030635_00331		Putative 2-dehydro-3-deoxyphosphogluconate aldolase protein	SO:0001217, UniRef:UniRef50_Q14LN9
contig_1	cds	272421	274409	-	GCF_964030635_00332	tkt	transketolase	EC:2.2.1.1, GO:0004802, KEGG:K00615, SO:0001217, UniRef:UniRef50_A0A2K8NWX7, UniRef:UniRef90_A0AAJ4EIW2
contig_1	cds	274456	275079	-	GCF_964030635_00333		Deoxynucleoside kinase	SO:0001217, UniRef:UniRef50_Q14LP1
contig_1	cds	275102	275290	-	GCF_964030635_00334		hypothetical protein	
contig_1	cds	275253	275708	-	GCF_964030635_00335		hypothetical protein	PFAM:PF01048.26
contig_1	ncRNA-region	276073	276244	-			Cobalamin riboswitch aptamer	RFAM:RF00174, SO:0000035
contig_1	cds	277005	277391	+	GCF_964030635_00336		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313D9097
contig_1	cds	277513	279621	-	GCF_964030635_00337		polyribonucleotide nucleotidyltransferase	EC:2.7.7.8, GO:0003723, GO:0004654, GO:0006396, GO:0006402, KEGG:K00962, SO:0001217, UniRef:UniRef50_Q14LB9, UniRef:UniRef90_UPI0030CAC201
contig_1	cds	279735	280370	-	GCF_964030635_00338		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2B2BPJ1
contig_1	cds	280428	280691	+	GCF_964030635_00339		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	280952	281272	+	GCF_964030635_00340		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef90_UPI0030D142F9
contig_1	cds	281362	282174	+	GCF_964030635_00341		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	282332	282634	+	GCF_964030635_00342		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	282816	285425	-	GCF_964030635_00343	polA	DNA polymerase I	EC:2.7.7.7, GO:0003676, GO:0003677, GO:0003887, GO:0006261, GO:0008408, SO:0001217, UniRef:UniRef50_A0A1J0U234, UniRef:UniRef90_UPI0030D0B7C9
